"1","❓Угадай о каком сервисе 1С идет речь🤔 Насколько хорошо Вы разбираетесь в сервисах 1С? Посмеете ли по","❓Угадай о каком сервисе 1С идет речь🤔 Насколько хорошо Вы разбираетесь в сервисах 1С? Посмеете ли потягаться  с другими за звание самого осведомленного в сфере 1С сервисов?🔹 Задание простое угадайте о каком сервисе 1С может идти речь в контексте на картинках поста👉 Пишите свой вариант в комментариях к этому посту Если Вы точно знаете что это за сервис и желаете его подключить ставьте плюсик в комментариях💪 Очень ждем Ваших ответов!⠀#1САйлант #1СВолгоград #1Ссервис #угадайка #разминкадлябухгалтера #бухгалтеротдохни #проект #руководитель #бизнес #erp #бизнесигры"
"1","👉 Сегодня узнаем подробнее об проверенном и интересном сервисе  1СПАРК Риски🔆 1СПАРК Риски1) оценит ","👉 Сегодня узнаем подробнее об проверенном и интересном сервисе  1СПАРК Риски🔆 1СПАРК Риски1) оценит платежеспособность контрагента;2) предупредит о банкротстве ликвидации организации или смене директора;3) покажет похожа ли фирма на однодневку💪 Чем поможет сервис🔹 Будьте в курсе изменений у ваших партнеров и клиентов сервис каждый день дает информацию о банкротстве ликвидации планах по реорганизации включении контрагента в негативные реестры ФНС появление в отношении контрагента новых исполнительных производств и тд🔹 Обезопасьте себя от штрафов налоговой инспекции и отказов в вычете Справка о контрагенте которую дает сервис подписана электронной подписью от «Интерфакс» и является юридически значимым документом🔹 Контролируйте дебиторскую задолженность Проверьте финансовые показатели должников и уделите особое внимание тем чьи индексы в зоне риска🔹 Мониторинг контрагентов Это система покажет важные изменения в жизни контрагента – ликвидации реорганизации смене руководителя адреса учредителей и тп Индексы СПАРК покажут насколько контрагент похож на фирмуоднодневку устойчив ли в финансовом плане и вовремя ли платит по счетам😎 Узнать как подключить и подробную информацию о сервисе Вы можете  по телефону (8442) 262525📨 Также можете связаться с нами через форму обратной связи на нашем сайте ailantcomru⠀#Сервис1С #1САйлант #1СВолгоград #айлантволгоград #1СПаркРиски #руководитель #платежеспособность #бизнессправка #бизнесрешение #автоматизацияработы #АйлантРекомендует #сервис1С #проект #руководитель #бизнес #erp"
"1","‼ Новые правила подсчета стажа для пособий👉  С 6 октября 2020 года страховой стаж для расчета пособи","‼ Новые правила подсчета стажа для пособий👉  С 6 октября 2020 года страховой стаж для расчета пособий по временной нетрудоспособности беременности и родам нужно подтверждать сведениями о трудовой деятельности в случае если трудовая книжка ведется в электронной форме или трудовая книжка не ведется (приказ Минтруда от 09092020 N 585н)#1САйлант #1СВолгоград #1Слайфхак #ЛайфхакАйлант #БлогАйлант #Минтруд #трудоваякнижка #страховойстаж #минфин #электроннаяформа #проект #руководитель #бизнес #erp"
"1","📊 Популярность видов лицензий к программным продуктам фирмы 1С от компании Айлант❓ Друзья! Отвеч","📊 Популярность видов лицензий к программным продуктам фирмы 1С от компании Айлант❓ Друзья! Отвечаем на часто задаваемый вопрос Какие виды лицензий к программным продуктам фирмы 1С имею самую высокую популярность среди наших клиентов👉Для наглядности мы представили данную информацию в виде инфографики😎 Данная инфографика поможет Вам понять какие виды лицензий к программным продуктам фирмы 1С пользуются спросом а также поможет определиться с Вашим личным выбором для программ используемых в Вашей организации#1САйлант #1СВолгоград #1Ссервисы1С #1Синфографика #Айлант_инфографика #1Слицензии #АйлантУЖКХ #1СБП #1Сбухгалтерия #1Сторговля #1СУТУ #1СЗУП #проект #руководитель #бизнес #erp"
"1","🎊 X Всероссийский профессиональный конкурс Лучший пользователь 1СИТС😎 Компания Айлант совместно ","🎊 X Всероссийский профессиональный конкурс Лучший пользователь 1СИТС😎 Компания Айлант совместно с фирмой 1С проводит ежегодный Юбилейный X  Всероссийский профессиональный конкурс Лучший пользователь 1СИТС‼Соревнование ориентировано на бухгалтеров коммерческих организаций и бюджетных учреждений ИТспециалистов кадровиков предпринимателей и собственников бизнеса руководителей и других пользователей 1С👉 Регистрация и участие в отборочном туре проходит онлайн вы можете подключиться из любого удобного и безопасного места💰 По итогам профессионального конкурса будут определены пять лучших пользователей 1СИТС Все они станут обладателями суперпризов по 250 000 рублей!В конкурсе «Лучший пользователь 1СИТС» пять номинаций Выберите ту которая наиболее близко подходит к вашей профессиональной области🔹«Предпринимательство и право»🔹«Бухгалтерский и налоговый учет в коммерческих организациях»🔹«Бухгалтерский и налоговый учет в государственных учреждениях»🔹«Кадровый учет и трудовое право»🔹«1СПредприятие 8 – разработка и администрирование»🆓 Участие бесплатное – приглашаются все желающие📝 Регистрация на конкурс и отборочный тур по ссылке  #1СВолгоград #1Скупить #1Сконкурс #пользователь1СИТС #Лучшийпользователь1С #соревнованиябухгалтеров #1СИТС #сервис1С #1Сбизнес #проект #руководитель #бизнес #erp"
"1","🤔 Что спрятано на знаменитых картинах за коробкой 1С?🆕 Ура! Мы для Вас придумали новую игру!😎 Ее с","🤔 Что спрятано на знаменитых картинах за коробкой 1С?🆕 Ура! Мы для Вас придумали новую игру!😎 Ее смысл угадать какой предмет мы скрыли на трех картинах под коробкой программного продукта 1С Только самый опытный и внимательный пользователь сможет угадать💪 Давайте отгадаем что там спрятано!👉 Делитесь своими версиями и предположениями с нами в комментариях к этому посту😉 Очень ждем ответов от самых внимательных⠀#1САйлант #1СВолгоград #угадайответ #чтоспрятано #играпоиск #разминкадлябухгалтера #бухгалтеротдохни #проект #руководитель #бизнес #erp #бизнесигры"
"1","‼ Возвращенные в кассу денежные средства из подотчета сначала должны попасть на расчетный счет орган","‼ Возвращенные в кассу денежные средства из подотчета сначала должны попасть на расчетный счет организации⚖ Поступившая в кассу сумма которую вернуло подотчетное лицо сначала должна попасть на расчетный счет организации  такие разъяснения дает Банк России в Письме от 09072020 N 2911ОЭ10561👉 И хотя организации и ИП имеют право тратить деньги из кассы в пределах лимитов без зачисления на банковский счет должно соблюдаться важное условие цели расходования средств и источники их поступления должны соответствовать п 1 Указаний Банка России от 09122019 N 5348УНаличные денежные средства из кассы можно тратить если она получена🔹 в качестве оплаты за реализованные товары работы услуги;🔹 как страховая премия;🔹 при передаче личных сбережений по договору займа с участием МФО ломбарда кредитного потребительского кооператива (КПК) в том числе сельскохозяйственного (СКПК);🔹 в качестве возврата долга процентов или неустойки по договору займа с участием МФО ломбарда КПК или СКПК;🔹 как паевой взнос💸 Возвращённые подотчетные средства поступившие в кассу не присутствуют в данном перечне и поэтому их придется сдать в банк чтобы они поступили на расчетный счет организации для последующего их использования#1САйлант #1СВолгоград #1Слайфхак #ЛайфхакАйлант #БлогАйлант #КПК #СКПК #МФО #БанкРоссии #подотчетныесредства #проект #руководитель #бизнес #erp"
"1","День Памяти Игоря ВершининаСегодня День Памяти основателя нашей Компании «Айлант» и замечательного ч","День Памяти Игоря ВершининаСегодня День Памяти основателя нашей Компании «Айлант» и замечательного человека  Игоря ВершининаМы благодарны Игорю за его мудрость профессионализм своевременную помощь и ответственность которую он ежедневно демонстрировал всем намАктивный жизнерадостный никогда не унывающий он был примером достойным подражания для всех насВремя летит неумолимо Изменить судьбу человека мы не можем но сохранить память о прекрасном веселом доброжелательном человеке профессионале своего дела – это в наших силах"
"1","Дорогие друзья! Сегодня нашей Компании исполнилось 24 года! Ура!Уважаемые сотрудники и дорогие колле","Дорогие друзья! Сегодня нашей Компании исполнилось 24 года! Ура!Уважаемые сотрудники и дорогие коллеги пусть нам сопутствуют удача и успех пусть не покидают нас энтузиазм и силыЖелаем нашей фирме постоянной прогрессии успеха процветания и совершенствования Пусть каждый день нашей усердной старательной качественной и дружной работы даёт высокие результаты и щедрые плодыЖелаем нашей компании еще долгихдолгих лет успешной деятельности прибыльности рентабельности и процветания#Айлант#сднемрожденияАйлант#сдрАйлант#24года#уже24года#1САйлант#праздник"
"1","Письмо ФСС РФ от 5 августа 2020 с разъяснениями особенности уменьшения взносов на травматизм на ра","Письмо ФСС РФ от 5 августа 2020 с разъяснениями особенности уменьшения взносов на травматизм на расходы по предупреждению коронавируса4 августа 2020 года вступил в силу и действуют до 31122020 приказ Минтруда России от 23062020 № 365нСогласно этому приказу в 2020 году в условиях реализации комплекса ограничительных и иных мероприятий по предупреждению распространения новой коронавирусной инфекции (COVID19) страхователь обращается с заявлением о финансовом обеспечении предупредительных мер в территориальный орган Фонда по месту своей регистрации в срок до 01102020Расширен перечень предупредительных мер путем включения мероприятий по предупреждению распространения новой коронавирусной инфекции (COVID19)Затраты на реализацию мероприятий по предупреждению распространения новой коронавирусной инфекции среди работников уменьшают взносы на травматизм вне зависимости от условий труда сотрудниковСредства защиты и профилактики от коронавируса могут быть как российского так и иностранного происхождения В настоящее время разрабатываются альбомы форм которые будут дополнительно доведены для сведения и использования в работе✅ об использовании сумм страховых взносов на травматизм на финансовое обеспечение в 2020 году предупредительных мер по сокращению производственного травматизма и профессиональных заболеваний работников;✅ сводного отчета об использовании сумм страховых взносов на травматизм на финансовое обеспечение в 2020 году предупредительныхУказанные альбомы форм следует предоставлять в электронном виде (формат Excel) в Департамент страхования профессиональных рисков по адресу nnovoselova@fssru 🌎 Ссылка на полную версию статьи прочитали статью до конца не забудьте поставить лайк👍⠀⭐ Добавляйтесь в нашу группу [club160067594Айлант]  чтобы не пропустить выход новых и интересных статей блога 😊#1САйлант#айлантволгоград#1СВолгоград#1Слайфхак#ЛайфхакАйлант#БлогАйлант#письмоФСС#минтруда#расширенперечень#COVID"
"1","Проверка срока действия лицензии и сертификата в 1СОтчетностиДля того чтобы проверить срок действия ","Проверка срока действия лицензии и сертификата в 1СОтчетностиДля того чтобы проверить срок действия лицензии и сертификата перейдите в Настройки 1СОтчетности после чего откройте Настройки обмена с контролирующими органамВ случае если срок действия лицензии или сертификата истек необходимо будет отправить заявление на изменение реквизитов или замену сертификата сервиса «1СОтчетность»Перейдите в настройки 1СОтчетности и нажмите кнопку Заявление на изменение реквизитов или замену сертификатаВ открывшемся окне укажите необходимые измененияНажмите Далее После прохождения всех шагов заявление будет отправлено⭐ Добавляйтесь в нашу группу чтобы не пропустить выход новых и полезных статей по 1СОтчетности😊⠀⠀#1САйлант#1СВолгоград#1Сотчетность#сертификат#проверкасрокадействия#заменасертификата#отправитьзаявление"
"1","Здравствуйте Никто не продаёт пятак (дроссельной заслонки)лансер 9 16","Здравствуйте Никто не продаёт пятак (дроссельной заслонки)лансер 9 16"
"1","Помогите решить проблему Есть ли у кого знакомый мастер который нормально разбирается в лансер 9 Про","Помогите решить проблему Есть ли у кого знакомый мастер который нормально разбирается в лансер 9 Проблема такая при движении на скорости появились провалы машина стала дёргаться При переключении передач тоже есть небольшие провалы Периодически выскакивает ошибка 0170 Лансер 9 20 механика"
"1","Всем доброе утрокто сталкивался с жором бензина? Только купил лансер 9 16 на механикеза три дня полн","Всем доброе утрокто сталкивался с жором бензина? Только купил лансер 9 16 на механикеза три дня полный бак сожралпроехал я 250км Читалговорят катализатор удалять и возможно первый лямбда зонд накрылсякто сталкивался с подобным? В чем проблема может быть?"
"1","Всем доброго дня Ребята у кого есть 100% рабочий рхх В аренду Проверить свой Он ли мне голову делает","Всем доброго дня Ребята у кого есть 100% рабочий рхх В аренду Проверить свой Он ли мне голову делает Заранее спасибо Волжский"
"1","Всем привет Кто нибудь продаёт передний бампер Рестайл лансер 9 чёрный желательно (а так если что пе","Всем привет Кто нибудь продаёт передний бампер Рестайл лансер 9 чёрный желательно (а так если что перекрашу)Может быть у кого нибудь лежит просто так Недорого"
"1","Друзья! Внимание  игра! 30 мая в 2030 на нижней парковке ТРК Мармелад! Примите участие на своём авто","Друзья! Внимание  игра! 30 мая в 2030 на нижней парковке ТРК Мармелад! Примите участие на своём автомобиле! Команда от 1 до 5 человек! За 1 2 и 3 место призы  автохимия от компании Grass! Старт игры в 2100! Подробные правила в группе события по ссылке ниже "
"1","Выбираем макет надписи на лобовоезаднее стекло!Длина всех  85 см Высота первых трех  15 см четвертая","Выбираем макет надписи на лобовоезаднее стекло!Длина всех  85 см Высота первых трех  15 см четвертая и пятая  11 см"
"2","В Волгограде открыли все маршруты общественного транспорта","В Волгограде открыли все маршруты общественного транспорта"
"2","Волгоград Площадь Дзержинского ВТТЗ","Волгоград Площадь Дзержинского ВТТЗ"
"2","Общественный транспорт Волгограда вновь изменил свое расписание","Общественный транспорт Волгограда вновь изменил свое расписание"
"1","Здравствуйте с Волгограда в Волжский ходит какойнибудь транспорт?","Здравствуйте с Волгограда в Волжский ходит какойнибудь транспорт?"
"1","Автобус Волна город Волгогоград","Автобус Волна город Волгогоград"
"2","Вниманию пассажиров!В ближайшие выходные дни с 12 по 14 июня спецмаршруты городского электрического ","Вниманию пассажиров!В ближайшие выходные дни с 12 по 14 июня спецмаршруты городского электрического транспорта кроме скоростного трамвая (СТ) будут работать с 0600 до 1100 и с 1600 до 2000 Пассажиры смогут воспользоваться обычными трамвайными маршрутами №2 4 10 11 13 и троллейбусными маршрутами №8 9 и 15АВагоны по линии СТ в эти дни будут курсировать с 0600 до 2000 по маршруту ВГТЗ  Ельшанка с интервалом 9 минут"
"2","С 12 июня к работе приступает 13 дачных маршрутов","С 12 июня к работе приступает 13 дачных маршрутов"
"2","В Краснооктябрьском районе стартовали работы по обновлению трамвайных путейСпециалисты МУП «Метроэле","В Краснооктябрьском районе стартовали работы по обновлению трамвайных путейСпециалисты МУП «Метроэлектротранс» приступили к работам по обновлению рельсошпальной решетки на пересечении трамвайных путей с автомобильной дорогой по ул Гончарова в Краснооктябрьском районе На время работ движение трамваев по маршруту № 13 приостанавливаться не будет – все работы на трамвайных путях будут идти в ночное время Для автомобилистов на время реконструкции предусмотрен объезд по улицам Таращанцев Еременко и местному проезду по проспекту МеталлурговНачиная с 1 июня специалистам в течение нескольких дней предстоит демонтировать старые шпалы и рельсы в направлении движения в сторону проспекта им ВИ Ленина а затем уложить здесь новую рельсошпальную решетку Всего в ходе данного этапа рабочие заменят 25 метров рельс и 23 шпалы Межрельсовое пространство будет заасфальтировано на одном уровне с рельсами для обеспечения комфортного проезда автомобильного транспортаэ"
"3","Волгоградка чуть не лишилась автомобиля изза долгов по налогам Жительница Красноармейского района пр","Волгоградка чуть не лишилась автомобиля изза долгов по налогам Жительница Красноармейского района приобрела иномарку но не стала оплачивать транспортный налог Женщина задолжала государству 66 тысяч рублей за автомобиль Mitsubishi ASX После выяснения факта владения транспортным средством приставы выяснили где трудится волгоградка  Как рассказали в прессслужбе управления ФССП по Волгоградской области машина была обнаружена на парковке возле рабочего места должницы  Женщине объяснили что если она не оплатит долги машину арестуют в счет ликвидации задолженности Она выплатила всю сумму в тот же день транспортное средство осталось у владелицы"
"8","Коронавирус в Волгоградской области унес жизни женщины и двух мужчин Оперативный штаб опубликовал да","Коронавирус в Волгоградской области унес жизни женщины и двух мужчин Оперативный штаб опубликовал данные о новых летальных случаях от COVID19 За минувшие сутки в регионе зарегистрировали смерти еще трех пенсионеров От осложнений вызванных коронавирусом умерли жители Волжского Палласовского района и Волгограда  64летнего волжанина госпитализировали в городскую больницу №3 в тяжелом состоянии Мужчину сразу переведи в инфекционное отделение и начали лечить Однако все попытки врачей оказались напрасными  69летнему жителю Палассовского района после постановки диагноза «коронавирус» разрешили лечиться дома амбулаторно Однако состояние мужчины скоро ухудшилось и его направили в больницу №12 Специалисты отмечают что у пациента были хронические проблемы с эндокринной системой Все это способствовало развитию осложнений изза которых мужчина скончался  Также заболевания эндокринной системы имелись у 75летней волгоградки Помимо этого женщина страдала от проблем с сердечнососудистой системы После выявления коронавируса пенсионерку госпитализировали в больницу №4 в инфекционное отделение Но несмотря на все усилия врачей спасти женщину не удалось"
"9","Отделался парой ушибов на федеральной трассе в Волгоградской области пьяный водитель устроил ДТП на ","Отделался парой ушибов на федеральной трассе в Волгоградской области пьяный водитель устроил ДТП на встречке Мужчина за рулем «Приоры» подбил попутный ВАЗ и вылетел навстречу грузовику  На трассе под Волгоградом пьяный водитель устроил ДТП на встречке  В Волгоградской области в ночь на 17 октября произошла авария с участием трех машин на федеральной трассе По предварительным данным полиции виновником ДТП стал пьяный водитель «ЛадыПриоры»   В Калачевском районе по предварительной информации в 0106 на 68м километре трассы Волгоград  КаменскШахтинский 40летний водитель управляя в состоянии алкогольного опьянения автомашиной «ЛадаПриора» не выдержал безопасную дистанцию и врезался в попутный ВАЗ  сообщили V1RU в прессслужбе ГУ МВД России по Волгоградской области  После этого водитель выехал на полосу встречного движения где совершил столкновение с грузовиком МАЗ  В результате дорожнотранспортного происшествия виновник аварии  водитель «ЛадыПриоры» с ушибами доставлен в больницу"
"9","В ДТП в Волгограде пострадали двое маленьких детей Дорожный инцидент с тремя автомобилями случился н","В ДТП в Волгограде пострадали двое маленьких детей Дорожный инцидент с тремя автомобилями случился накануне утром в Краснооктябрьском районе Согласно предварительной информации 56летний мужчина за рулем машины «Хонда ЦРВ» не уступил дорогу «Ладе Самара» после этого они столкнулись Затем «Хонда» наехала на автомобиль «Рено Сандеро» ДТП случилось напротив дома номер 23 по проспекту Металлургов около 845  Как сообщили в прессслужбе регионального полицейского главка в аварии пострадали двое маленьких пассажиров «Лады» 5летний мальчик и 8летняя девочка Их госпитализировали с травмами"
"8","В Волгограде ищут антиковидную плазму для больного мужчины Сегодня в одном из городских сообществ в ","В Волгограде ищут антиковидную плазму для больного мужчины Сегодня в одном из городских сообществ в социальной сети разместили просьбу о помощи Антиковидная плазма требует Виталию Владимировичу Паку Как отмечает его коллега сейчас волгоградце в тяжелом состоянии находится в реанимации больницы №4 Поражение легких составляет 75 процентов  При этом отмечается что подойдет любая группа крови Сдать плазму можно на станции переливания крови прием с 830 до 1100 С собой нужно взять паспорт СНИЛС а также выписку либо положительный мазок передает «Волгоградская правдару»  Если есть желание помочь именно этому человеку в регистратуре следует упомянуть что кровь предназначена для Виталия Пака 02041970 года рождения который лежит в больнице номер 4"
"9","Друзья прошу вашей помощи  16102020 примерно 1830 РабочеКрестьянская 39 на против ТЮЗа я двигался из","Друзья прошу вашей помощи  16102020 примерно 1830 РабочеКрестьянская 39 на против ТЮЗа я двигался из центра  на Мицубиси ланцер красного цвета Е822ОО134 по третьей полосе С полосы встречного движения через двойную сплошную  с заносом меня ударил белый ВАЗ не успел заметить толи 5ой толи 7ой модели  После чего скрылся в сторону центра Если у кого есть видео с регистратора или кто запомнил номер авто позвоните пожалуйста по этому номеру 89374555551"
"3","В Волгоградской области вырос спрос на загородную недвижимость Выяснилось что во время пандемии росс","В Волгоградской области вырос спрос на загородную недвижимость Выяснилось что во время пандемии россияне и в том числе жители Волгоградского региона продолжают интересоваться загородной недвижимостью В нашей области спрос вырос на 35 процентов В целом по стране спрос на загородную недвижимость по итогам 3 квартала этого года увеличился на 49 процентов по сравнению с прошлым годом  В Волгоградском регионе согласно данным «Авито Недвижимость» средняя цена загородного объекта составляет 13 миллиона рублей (в среднем в стране – 16 миллиона рублей)  Отмечается что среди россиян наиболее популярным вариантом для аренды и приобретения стали загородные дома Аналитики объясняют это финансовой доступностью дач Что касается аренды ее средняя цена по России составила 20 000 рублей в месяц за дом 25 000 – за дачу 59 000 – за таунхаус и 75 000 – за коттедж  В Волгоградской области можно купить дом в среднем за 16 миллиона рублей дачу – 450 000 коттедж – 59 миллиона и таунхаус – 4 миллиона рублей Арендовать в регионе дом можно за 11 000 рублей в месяц дачу – за 20 000 коттедж – 35 000 рублей"
"2","В конце недели волгоградцев ожидает небольшой дождь при +21°C Синоптики рассказали какая погода ожид","В конце недели волгоградцев ожидает небольшой дождь при +21°C Синоптики рассказали какая погода ожидает жителей Волгограда в эти выходные В субботу 17 октября днем в областном центре температура воздуха поднимется до +17…+22 градусов по Цельсию Осадки не ожидаются погода будет ясной Согласно данным портала gismeteoru скорость ветра будет достигать 25 метров в секунду  На следующий день 18 октября ночью в Волгограде столбики термометров покажут до +12…+13°C днем же будет несколько теплее – до +15…+21°C Ветер усилится до 612 метров в секунду Вечером прогнозируется небольшой дождь"
"9","Хмм дым в сторону Красноармейского авария две полосы заняли","Хмм дым в сторону Красноармейского авария две полосы заняли"
"9","Примерно в 215 было совершено дтп на 7гвардейской Водитель с места скрылся предположительно автомоби","Примерно в 215 было совершено дтп на 7гвардейской Водитель с места скрылся предположительно автомобиль 2107 Через несколько минут к ударенному автомобилю подошел молодой человек нервно ее осматривая и скрылся"
"2","Обочины дороги ведущей в поселок Виновка в Городищенском районе оказались завалены тоннами отходов к","Обочины дороги ведущей в поселок Виновка в Городищенском районе оказались завалены тоннами отходов которые выбрасывают видимо обитатели близлежащих дачных обществ Как сообщает ИА Высота 102 мусорные горы особенно впечатляют проезжающих мимо остановки Лунная Образовавшийся на этом месте лунный пейзаж больше напоминает эпоху Средневековья где царили мрак грязь и антисанитария"
"9","Под Волгоградом водительских прав лишили психически нездорового жителяУ гражданина с психическими от","Под Волгоградом водительских прав лишили психически нездорового жителяУ гражданина с психическими отклонениями после проверки прокуратуры забрали водительское удостоверение на управление легковыми автомобилямиВ Старополтавском районе прокуратура провела проверку соблюдения закона в сфере безопасности дорожного движения Выяснилось что в местной больнице на учете у врачапсихиатра состоит житель с диагнозом «умственная отсталость» При этом оказалось что у него есть водительское удостоверение категории «В» сообщили в прессслужбе региональной прокуратурыСогласно закону люди с психическими заболеваниями не могут управлять транспортными средствами В связи с этим прокуратура направила иск в суд После этого местного жителя лишили водительских прав"
